CitanceNumber,PreTwo,PreOne,CitationSentence,PostOne,PostTwo,PreOne And Citation,Citation And PostOne,CitingArticle,ReferenceArticle,LengthOfDocumentVector
272,0.231,0.286,0.276,0.366,0.341,0.354,0.370,J02-2003.xml,N01-1011.xml,2142
273,0.313,0.273,0.362,0.370,0.393,0.389,0.404,E12-1054.xml,N04-1038.xml,2544
274,0.338,0.269,0.364,0.341,0.330,0.392,0.404,H05-1003.xml,N04-1038.xml,2544
275,0.215,0.276,0.288,0.157,0.239,0.300,0.292,N13-1104.xml,N04-1038.xml,2544
276,0.212,0.269,0.255,0.346,0.289,0.339,0.381,N13-1110.xml,N04-1038.xml,2544
277,0.321,0.321,0.295,0.302,0.246,0.374,0.369,P05-1020.xml,N04-1038.xml,2544
278,0.245,0.326,0.409,0.332,0.274,0.445,0.384,P06-1005.xml,N04-1038.xml,2544
279,0.301,0.229,0.346,0.002,0.254,0.374,0.344,P06-1005.xml,N04-1038.xml,2544
280,0.290,0.338,0.318,0.279,0.260,0.394,0.372,P07-1067.xml,N04-1038.xml,2544
281,0.384,0.350,0.202,0.290,0.285,0.382,0.318,P07-1068.xml,N04-1038.xml,2544
282,0.258,0.274,0.332,0.372,0.306,0.372,0.419,P08-1090.xml,N04-1038.xml,2544
283,0.301,0.315,0.343,0.322,0.209,0.390,0.390,P09-1068.xml,N04-1038.xml,2544
284,0.284,0.155,0.347,0.228,0.269,0.345,0.316,P09-1074.xml,N04-1038.xml,2544
285,0.228,1.000,0.373,0.229,0.352,0.373,0.395,P10-1142.xml,N04-1038.xml,2544
286,0.286,0.214,0.337,0.199,0.297,0.355,0.357,P11-1082.xml,N04-1038.xml,2544
287,0.329,0.253,0.351,0.298,0.286,0.338,0.367,P13-1121.xml,N04-1038.xml,2544
288,0.338,0.273,0.355,0.297,0.363,0.351,0.382,P13-2015.xml,N04-1038.xml,2544
289,0.312,0.297,0.380,0.274,0.284,0.388,0.384,W05-0612.xml,N04-1038.xml,2544
290,0.233,0.329,0.340,0.229,0.345,0.400,0.371,W06-0106.xml,N04-1038.xml,2544
291,0.200,0.250,0.373,0.331,0.272,0.399,0.426,W06-0206.xml,N04-1038.xml,2544
292,0.244,0.285,0.388,0.312,0.292,0.415,0.418,W10-3909.xml,N04-1038.xml,2544
293,0.329,0.250,0.307,0.348,0.306,0.346,0.362,W10-3909.xml,N04-1038.xml,2544
294,0.288,0.277,0.357,0.352,0.222,0.325,0.399,W10-3909.xml,N04-1038.xml,2544
295,0.201,0.277,0.269,0.257,0.272,0.346,0.316,D13-1031.xml,N06-2049.xml,2755
296,0.301,0.367,0.327,0.329,0.333,0.397,0.339,I08-4009.xml,N06-2049.xml,2755
297,0.367,0.327,0.329,0.333,0.282,0.339,0.331,I08-4009.xml,N06-2049.xml,2755
298,0.379,0.320,0.311,0.238,0.379,0.385,0.266,I08-4015.xml,N06-2049.xml,2755
299,0.180,0.296,0.342,0.325,0.297,0.358,0.386,I08-4030.xml,N06-2049.xml,2755
300,0.334,0.310,0.398,0.227,0.279,0.393,0.401,I08-4030.xml,N06-2049.xml,2755
301,0.270,0.277,0.338,0.265,0.232,0.384,0.334,J11-1005.xml,N06-2049.xml,2755
302,0.229,0.343,0.308,0.335,0.247,0.364,0.322,N09-1007.xml,N06-2049.xml,2755
303,0.348,0.268,0.332,0.334,0.229,0.349,0.378,P07-1106.xml,N06-2049.xml,2755
304,0.281,0.280,0.337,0.308,0.256,0.384,0.352,P07-1106.xml,N06-2049.xml,2755
305,0.199,0.206,0.351,0.002,0.204,0.371,0.351,P12-1027.xml,N06-2049.xml,2755
306,0.224,0.368,0.307,0.248,0.268,0.386,0.299,W06-0118.xml,N06-2049.xml,2755
307,0.280,0.163,0.410,0.367,0.247,0.422,0.436,W06-0118.xml,N06-2049.xml,2755
308,0.220,0.217,0.290,0.248,0.233,0.339,0.343,W08-0335.xml,N06-2049.xml,2755
309,0.302,0.257,0.382,0.278,0.250,0.343,0.394,W08-0335.xml,N06-2049.xml,2755
310,0.274,0.312,0.333,0.283,0.327,0.367,0.354,W10-4128.xml,N06-2049.xml,2755
311,0.300,0.250,0.342,0.197,0.245,0.379,0.339,W10-4135.xml,N06-2049.xml,2755
312,0.265,0.281,0.287,0.307,0.184,0.324,0.267,W10-4135.xml,N06-2049.xml,2755
313,0.201,0.339,0.276,0.334,0.304,0.372,0.346,W10-4135.xml,N06-2049.xml,2755
314,0.277,0.231,0.358,0.305,0.247,0.387,0.390,W10-4138.xml,N06-2049.xml,2755
315,0.291,0.343,0.379,0.295,0.364,0.413,0.409,N09_csl2013.xml,N09-1001.xml,3066
316,0.333,0.328,0.214,0.276,0.224,0.356,0.314,N09prod.xml,N09-1001.xml,3066
317,0.340,0.230,0.299,0.320,0.326,0.280,0.335,N09prod.xml,N09-1001.xml,3066
318,0.219,0.261,0.417,0.398,0.298,0.435,0.422,N15-1071.xml,N09-1001.xml,3066
319,0.316,0.313,0.360,0.342,0.259,0.360,0.413,P101167.xml,N09-1001.xml,3066
320,0.283,0.217,0.257,0.263,0.287,0.292,0.332,PEAAI_n09.xml,N09-1001.xml,3066
321,0.253,0.226,0.362,0.315,0.263,0.333,0.372,Pproc2014_n09.xml,N09-1001.xml,3066
322,0.205,0.270,0.320,0.304,0.287,0.361,0.375,Pproc2014_n09.xml,N09-1001.xml,3066
323,0.317,0.299,0.398,0.299,0.294,0.398,0.410,W11-0311.xml,N09-1001.xml,3066
324,0.329,0.318,0.387,0.311,0.375,0.420,0.422,C10-2052.xml,N09-1025.xml,3414
325,0.332,0.365,0.334,0.335,0.288,0.400,0.373,D11-1081.xml,N09-1025.xml,3414
326,0.335,0.288,0.345,0.188,0.340,0.380,0.338,D11-1081.xml,N09-1025.xml,3414
327,0.276,0.310,0.397,0.299,0.317,0.420,0.423,D11-1081.xml,N09-1025.xml,3414
328,1.000,0.301,0.330,0.347,0.299,0.347,0.366,D11-1081.xml,N09-1025.xml,3414
329,0.283,0.155,0.326,0.294,0.215,0.304,0.380,D11-1081.xml,N09-1025.xml,3414
330,0.250,0.329,0.340,0.268,0.295,0.366,0.345,D11-1125.xml,N09-1025.xml,3414
331,0.254,0.253,0.331,0.333,0.253,0.359,0.378,D11-1125.xml,N09-1025.xml,3414
332,0.262,0.246,0.348,0.357,0.256,0.359,0.368,D11-1125.xml,N09-1025.xml,3414
333,0.246,0.332,0.369,0.256,0.250,0.361,0.328,D11-1125.xml,N09-1025.xml,3414
334,0.316,0.314,0.353,0.205,0.261,0.391,0.373,D11-1125.xml,N09-1025.xml,3414
335,0.307,0.341,0.314,0.298,0.270,0.400,0.384,N12-1006.xml,N09-1025.xml,3414
336,0.326,0.309,0.328,0.243,0.096,0.340,0.283,P12-1001.xml,N09-1025.xml,3414
337,0.320,0.101,0.370,0.336,1.000,0.370,0.412,P13-1110.xml,N09-1025.xml,3414
338,0.314,0.243,0.355,0.293,0.244,0.377,0.362,P13-1110.xml,N09-1025.xml,3414
339,0.242,0.314,0.382,0.189,0.094,0.397,0.401,P13-1110.xml,N09-1025.xml,3414
340,0.094,0.303,0.393,0.361,0.326,0.339,0.445,P13-1110.xml,N09-1025.xml,3414
341,0.237,0.335,0.379,0.378,0.387,0.422,0.396,Pmert_n09.xml,N09-1025.xml,3414
342,0.335,0.379,0.378,0.387,0.312,0.396,0.428,Pmert_n09.xml,N09-1025.xml,3414
343,0.330,0.355,0.376,0.271,0.214,0.398,0.372,PMTS_n09.xml,N09-1025.xml,3414
344,0.198,0.250,0.340,0.365,0.293,0.377,0.380,PMTS_n09.xml,N09-1025.xml,3414
345,0.306,0.335,0.382,0.292,0.356,0.403,0.382,PMTS_n09.xml,N09-1025.xml,3414
346,0.292,0.333,0.365,0.344,0.377,0.411,0.412,PSMPT_n09.xml,N09-1025.xml,3414
347,0.290,0.251,0.336,0.260,0.310,0.353,0.314,PTASL_n09.xml,N09-1025.xml,3414
348,0.389,0.293,0.304,0.249,0.306,0.352,0.350,PTASL_n09.xml,N09-1025.xml,3414
349,0.221,0.264,0.340,0.191,0.187,0.355,0.359,W10-1757.xml,N09-1025.xml,3414
350,0.227,0.002,0.343,0.252,0.002,0.334,0.310,W10-1757.xml,N09-1025.xml,3414
351,0.309,0.217,0.309,0.227,0.330,0.328,0.341,W10-1761.xml,N09-1025.xml,3414
352,0.206,0.111,0.227,0.300,0.295,0.229,0.248,W10-1761.xml,N09-1025.xml,3414
353,0.303,0.336,0.340,0.275,0.341,0.386,0.372,W10-1761.xml,N09-1025.xml,3414
354,0.223,0.266,0.348,0.334,0.246,0.351,0.382,J06-1004.xml,P00-1025.xml,3742
355,0.308,0.301,0.273,0.371,0.220,0.350,0.393,P9852_p00.xml,P00-1025.xml,3742
356,0.223,0.266,0.348,0.334,0.246,0.351,0.382,PE2006_p00.xml,P00-1025.xml,3742
357,0.326,0.282,0.310,0.308,0.320,0.374,0.339,Pmorph_p00.xml,P00-1025.xml,3742
358,0.327,0.331,0.330,0.361,0.285,0.342,0.394,Pstat_p00.xml,P00-1025.xml,3742
359,0.297,0.240,0.355,0.164,0.350,0.380,0.344,W02-0503-parscit130908.xml,P00-1025.xml,3742
360,0.231,0.354,0.283,0.309,0.293,0.395,0.342,W07-0802-parscit130908.xml,P00-1025.xml,3742
361,0.288,0.161,0.349,0.346,0.362,0.363,0.378,W08-0703.xml,P00-1025.xml,3742
362,0.305,0.267,0.280,0.332,0.097,0.311,0.366,W09-0802.xml,P00-1025.xml,3742
363,0.329,0.310,0.292,0.299,0.194,0.369,0.357,C10-2101.xml,P05-1004.xml,4044
364,0.277,0.296,0.369,0.138,0.162,0.380,0.370,J07-4005.xml,P05-1004.xml,4044
365,0.338,0.338,0.375,0.341,0.324,0.389,0.409,J09-3004.xml,P05-1004.xml,4044
366,0.401,0.282,0.351,0.106,0.260,0.339,0.349,N06-1017.xml,P05-1004.xml,4044
367,0.283,0.284,0.341,1.000,1.000,0.368,0.341,N06-1017.xml,P05-1004.xml,4044
368,0.339,0.282,0.387,0.346,0.302,0.375,0.399,N07-1024.xml,P05-1004.xml,4044
369,0.254,0.350,0.394,0.325,0.201,0.431,0.423,P12-2050.xml,P05-1004.xml,4044
370,0.310,0.309,0.388,0.366,0.282,0.406,0.431,S07-1032.xml,P05-1004.xml,4044
371,0.387,0.273,0.345,0.269,0.307,0.387,0.377,S10-1090.xml,P05-1004.xml,4044
372,0.320,0.294,0.344,0.343,0.219,0.368,0.351,S12-1011.xml,P05-1004.xml,4044
373,0.158,0.151,0.332,0.187,0.372,0.340,0.266,S12-1011.xml,P05-1004.xml,4044
374,0.192,0.335,0.341,0.274,0.333,0.384,0.300,S12-1023.xml,P05-1004.xml,4044
375,0.288,0.347,0.396,0.376,0.309,0.438,0.428,W06-1670.xml,P05-1004.xml,4044
376,0.278,0.344,0.335,0.338,0.360,0.407,0.380,C08-1088.xml,P05-1053.xml,4265
377,0.319,0.292,0.300,0.309,0.311,0.290,0.298,C08-1088.xml,P05-1053.xml,4265
378,0.342,0.229,0.270,0.295,0.173,0.324,0.347,C10-1018.xml,P05-1053.xml,4265
379,0.295,0.173,0.337,0.150,0.317,0.335,0.298,C10-1018.xml,P05-1053.xml,4265
380,0.383,0.198,0.398,0.331,0.364,0.409,0.371,D07-1076.xml,P05-1053.xml,4265
381,0.383,0.198,0.358,0.331,0.364,0.373,0.382,D07-1076.xml,P05-1053.xml,4265
382,0.309,0.313,0.256,0.316,0.280,0.294,0.262,D07-1076.xml,P05-1053.xml,4265
383,0.220,0.232,0.361,0.329,0.277,0.373,0.411,D07-1076.xml,P05-1053.xml,4265
384,0.232,0.337,0.193,0.341,0.248,0.322,0.365,D07-1076.xml,P05-1053.xml,4265
385,0.361,0.337,0.356,0.232,0.389,0.412,0.328,D09-1149.xml,P05-1053.xml,4265
386,0.226,0.253,0.320,0.380,0.102,0.388,0.399,D09-1149.xml,P05-1053.xml,4265
387,0.314,0.316,0.393,0.345,0.204,0.415,0.429,D12-1074.xml,P05-1053.xml,4265
388,0.155,0.303,0.356,0.278,0.335,0.363,0.395,E06-2012.xml,P05-1053.xml,4265
389,0.374,0.305,0.317,0.202,0.274,0.374,0.344,E12-1020.xml,P05-1053.xml,4265
390,0.299,0.345,0.394,0.279,0.226,0.441,0.334,E12-1020.xml,P05-1053.xml,4265
391,0.311,0.277,0.269,0.154,0.328,0.328,0.265,E12-1020.xml,P05-1053.xml,4265
392,0.225,0.364,0.379,0.320,0.346,0.421,0.418,I08-1004.xml,P05-1053.xml,4265
393,0.404,0.331,0.354,0.332,0.355,0.378,0.384,N06-1037.xml,P05-1053.xml,4265
394,0.250,0.361,0.286,0.299,0.290,0.389,0.357,N06-1037.xml,P05-1053.xml,4265
395,0.299,0.290,0.273,0.266,0.311,0.352,0.316,N06-1037.xml,P05-1053.xml,4265
396,0.273,0.266,0.311,0.267,0.344,0.294,0.311,N06-1037.xml,P05-1053.xml,4265
397,0.248,0.257,0.250,0.355,0.301,0.327,0.379,N06-1037.xml,P05-1053.xml,4265
398,0.257,0.250,0.355,0.301,0.272,0.379,0.380,N06-1037.xml,P05-1053.xml,4265
399,0.336,0.239,0.372,0.366,0.311,0.395,0.405,N07-1015.xml,P05-1053.xml,4265
400,0.275,0.317,0.307,0.307,0.232,0.364,0.346,N07-1015.xml,P05-1053.xml,4265
401,0.253,0.292,0.221,0.297,0.207,0.325,0.279,N07-1015.xml,P05-1053.xml,4265
402,0.265,0.334,0.285,0.379,0.337,0.407,0.307,N07-1015.xml,P05-1053.xml,738
403,0.251,0.428,0.397,0.309,0.392,0.384,0.433,N09-3012.xml,P05-1053.xml,738
404,0.420,0.409,0.481,0.342,0.243,0.310,0.371,N13-1093.xml,P05-1053.xml,738
405,0.342,0.243,0.309,0.307,0.290,0.411,0.414,N13-1093.xml,P05-1053.xml,738
406,0.395,0.351,0.366,0.403,0.411,0.396,0.433,P06-1016.xml,P05-1053.xml,738
407,0.363,0.399,0.417,0.395,0.342,0.446,0.412,P06-1016.xml,P05-1053.xml,738
408,0.414,0.432,0.438,0.396,0.364,0.470,0.457,P06-1016.xml,P05-1053.xml,738
409,0.176,0.442,0.480,0.353,0.401,0.413,0.366,P06-1016.xml,P05-1053.xml,738
410,0.411,0.387,0.421,0.212,0.353,0.399,0.268,P06-1017.xml,P05-1053.xml,738
411,0.373,0.395,0.420,0.349,0.414,0.455,0.405,P06-1104.xml,P05-1053.xml,738
412,0.505,0.435,0.291,0.408,0.442,0.441,0.425,P08-2023.xml,P05-1053.xml,738
413,0.297,0.429,0.376,0.413,0.344,0.411,0.409,P09-1113.xml,P05-1053.xml,738
414,0.351,0.416,0.417,0.386,0.289,0.429,0.362,P09-1114.xml,P05-1053.xml,738
415,0.259,0.387,0.396,0.412,0.419,0.413,0.406,P09-1114.xml,P05-1053.xml,738
416,0.347,0.356,0.281,0.307,0.270,0.338,0.254,P11-1053.xml,P05-1053.xml,738
417,0.343,0.113,0.433,0.376,0.413,0.478,0.322,P11-1053.xml,P05-1053.xml,738
418,0.006,0.364,0.256,0.266,0.167,0.355,0.300,P11-1053.xml,P05-1053.xml,738
419,0.138,0.319,0.398,0.401,0.406,0.402,0.361,P11-1056.xml,P05-1053.xml,738
420,0.389,0.411,0.381,0.283,0.275,0.421,0.470,P11-1056.xml,P05-1053.xml,738
421,0.328,0.087,0.388,0.424,0.467,0.394,0.359,P11-3012.xml,P05-1053.xml,738
422,0.357,0.429,0.286,0.113,0.399,0.330,0.374,P11-3012.xml,P05-1053.xml,738
423,0.159,0.322,0.417,0.423,0.370,0.420,0.429,P13-1147.xml,P05-1053.xml,738
424,0.372,0.383,0.337,0.273,0.429,0.406,0.406,W06-1634.xml,P05-1053.xml,738
425,0.233,0.006,0.350,0.377,0.341,0.350,0.339,W06-1634.xml,P05-1053.xml,738
426,0.394,0.377,0.412,0.378,0.254,0.420,0.438,W06-1667.xml,P05-1053.xml,738
427,0.176,0.450,0.397,0.384,0.405,0.357,0.390,W08-0602.xml,P05-1053.xml,738
428,0.105,0.302,0.365,0.432,0.345,0.390,0.380,W08-0602.xml,P05-1053.xml,738
429,0.335,0.322,0.322,0.384,0.252,0.314,0.335,W11-1101.xml,P05-1053.xml,738
430,0.119,0.006,0.357,0.138,0.403,0.357,0.345,W11-1815.xml,P05-1053.xml,738
431,0.259,0.214,0.232,0.331,0.320,0.299,0.396,D11-1084.xml,P06-2124.xml,1478
432,0.214,0.232,0.331,0.297,0.346,0.396,0.396,D11-1084.xml,P06-2124.xml,1478
433,0.321,0.273,0.357,0.230,0.262,0.457,0.354,P07-1066.xml,P06-2124.xml,1478
434,0.398,0.277,0.282,0.203,0.421,0.357,0.296,P10-2025.xml,P06-2124.xml,1478
435,0.282,0.203,0.421,0.353,0.302,0.509,0.397,P10-2025.xml,P06-2124.xml,1478
436,0.308,0.390,0.395,0.363,0.291,0.382,0.420,P11-2032.xml,P06-2124.xml,1478
437,0.435,0.250,0.444,0.272,0.312,0.427,0.387,P12-1048.xml,P06-2124.xml,1478
438,0.344,0.366,0.397,0.364,0.265,0.432,0.383,P12-1048.xml,P06-2124.xml,1478
439,0.206,0.390,0.438,0.322,0.348,0.444,0.456,P12-1048.xml,P06-2124.xml,1478
440,0.323,0.341,0.372,0.274,0.280,0.431,0.334,P12-1079.xml,P06-2124.xml,1478
441,0.296,0.289,0.237,0.229,0.129,0.339,0.301,P12-1079.xml,P06-2124.xml,1478
442,0.335,0.346,0.362,0.356,0.260,0.406,0.433,P12-2023.xml,P06-2124.xml,1478
443,0.321,0.380,0.425,0.213,0.416,0.421,0.397,P13-2122.xml,P06-2124.xml,1478
444,0.333,0.326,0.317,0.353,0.357,0.368,0.371,W07-0722.xml,P06-2124.xml,1478
445,0.348,0.351,0.355,1.000,1.000,0.448,0.355,W07-0722.xml,P06-2124.xml,1478
446,0.374,0.359,0.245,0.296,0.198,0.409,0.392,C08-1014.xml,P07-1040.xml,1715
447,0.344,0.335,0.277,0.362,0.401,0.307,0.332,C08-1014.xml,P07-1040.xml,1715
448,0.235,0.349,0.291,0.280,0.195,0.362,0.275,D09-1115.xml,P07-1040.xml,1715
449,0.268,0.212,0.293,0.371,0.321,0.284,0.324,D09-1115.xml,P07-1040.xml,1715
450,0.164,0.264,0.355,0.286,0.307,0.380,0.415,D09-1115.xml,P07-1040.xml,1715
451,0.290,0.263,0.437,0.322,0.305,0.433,0.444,N09-2003.xml,P07-1040.xml,1715
452,1.000,0.352,0.402,0.373,0.299,0.478,0.486,P08-2021.xml,P07-1040.xml,1715
453,0.321,0.318,0.419,0.348,0.329,0.392,0.474,P08-2021.xml,P07-1040.xml,1715
454,0.312,0.298,0.441,0.423,0.267,0.454,0.474,P08-2021.xml,P07-1040.xml,1715
455,0.346,0.284,0.320,0.348,0.325,0.419,0.404,P08-2021.xml,P07-1040.xml,1715
456,0.206,0.360,0.317,0.357,0.297,0.422,0.417,P08-2021.xml,P07-1040.xml,1715
457,0.241,0.363,0.344,0.353,0.422,0.443,0.407,P11-1125.xml,P07-1040.xml,1715
458,0.309,0.343,0.429,0.112,0.364,0.442,0.401,P11-1125.xml,P07-1040.xml,1715
459,0.290,0.263,0.370,0.300,0.305,0.430,0.454,P39_p07.xml,P07-1040.xml,1715
460,0.359,0.404,0.403,0.311,0.300,0.427,0.404,Psem_p07.xml,P07-1040.xml,1715
461,0.392,0.347,0.391,0.205,0.209,0.428,0.428,Psem_p07.xml,P07-1040.xml,1715
462,0.350,0.385,0.414,0.329,0.237,0.382,0.319,W08-0329.xml,P07-1040.xml,1715
463,0.215,0.295,0.364,0.351,0.256,0.421,0.427,W08-0329.xml,P07-1040.xml,1715
464,0.343,0.111,0.305,0.224,0.338,0.289,0.330,W08-0329.xml,P07-1040.xml,1715
465,0.258,0.353,0.389,0.297,0.262,0.447,0.399,W08-0329.xml,P07-1040.xml,1715
466,0.416,0.268,0.358,0.325,0.308,0.410,0.412,W09-0441.xml,P07-1040.xml,1715
467,0.264,0.227,0.316,0.326,0.395,0.366,0.397,A00-2034.xml,P98-1046.xml,2200
468,0.456,0.014,0.326,0.395,0.197,0.326,0.451,A00-2034.xml,P98-1046.xml,2200
469,0.205,0.229,0.300,0.468,0.323,0.344,0.406,C00-2118.xml,P98-1046.xml,2200
470,0.330,0.316,0.394,0.277,0.114,0.429,0.403,C00-2148.xml,P98-1046.xml,2200
471,0.195,0.219,0.332,0.341,0.327,0.337,0.397,C08-1002.xml,P98-1046.xml,2200
472,0.117,0.323,0.334,0.070,0.267,0.416,0.368,J04-1003.xml,P98-1046.xml,2200
473,0.257,0.348,0.377,0.240,0.394,0.479,0.462,J05-1004.xml,P98-1046.xml,2200
474,0.297,0.370,0.446,0.328,0.382,0.474,0.437,N09-1057.xml,P98-1046.xml,2200
475,0.234,0.394,0.388,0.375,0.314,0.456,0.448,P03-1009.xml,P98-1046.xml,2200
476,0.327,0.301,0.419,0.315,0.340,0.470,0.453,P06-1117.xml,P98-1046.xml,2200
477,0.334,0.292,0.348,0.382,0.400,0.372,0.467,P99-1051.xml,P98-1046.xml,2200
478,0.279,0.258,0.364,0.355,0.353,0.336,0.409,W00-0202.xml,P98-1046.xml,2200
479,0.414,0.278,0.344,0.334,0.338,0.340,0.400,W02-1108.xml,P98-1046.xml,2200
480,0.412,0.431,0.343,0.433,0.264,0.425,0.439,W03-0910.xml,P98-1046.xml,2200
481,0.313,0.384,0.377,0.465,0.349,0.460,0.454,W04-2606.xml,P98-1046.xml,2200
482,0.327,0.301,0.387,0.315,0.340,0.431,0.458,W06-2611.xml,P98-1046.xml,2200
483,0.121,0.121,0.470,0.337,0.249,0.449,0.313,W99-0503.xml,P98-1046.xml,2200
484,0.229,0.129,0.339,0.267,0.322,0.268,0.367,W99-0632.xml,P98-1046.xml,2200
485,0.217,0.306,0.392,1.000,1.000,0.495,0.392,W99-0632.xml,P98-1046.xml,2200
486,0.227,0.291,0.330,0.295,0.294,0.291,0.390,P06-2060.xml,P98-1081.xml,2200
487,0.263,0.277,0.370,0.308,0.310,0.457,0.480,A00-1024.xml,P98-1081.xml,2200
488,0.275,0.287,0.350,0.340,0.162,0.363,0.409,W00-0733.xml,P98-1081.xml,2200
489,0.212,0.341,0.310,0.117,0.283,0.377,0.259,W00-0733.xml,P98-1081.xml,2200
490,0.266,0.284,0.311,0.241,0.229,0.388,0.362,W00-0733.xml,P98-1081.xml,2200
491,0.382,0.355,0.285,0.251,0.278,0.373,0.390,J01-2002.xml,P98-1081.xml,2200
492,0.257,0.248,0.198,0.086,0.222,0.303,0.198,J01-2002.xml,P98-1081.xml,2200
493,0.370,0.391,0.313,0.313,0.244,0.411,0.423,J01-2002.xml,P98-1081.xml,2200
494,0.424,0.175,0.178,0.251,0.379,0.241,0.321,J01-2002.xml,P98-1081.xml,2200
495,0.284,0.333,0.323,0.300,0.268,0.376,0.404,J01-2002.xml,P98-1081.xml,2200
496,0.210,0.227,0.313,0.216,0.254,0.320,0.348,J01-2002.xml,P98-1081.xml,2200
497,0.329,0.285,0.273,0.348,0.258,0.375,0.422,J01-2002.xml,P98-1081.xml,2200
498,0.266,0.337,0.283,0.168,0.209,0.375,0.307,J01-2002.xml,P98-1081.xml,2200
499,0.293,0.170,0.327,0.381,0.299,0.360,0.455,A00-1020.xml,P98-2143.xml,2543
500,0.399,0.226,0.282,0.334,0.307,0.336,0.414,C02-1027.xml,P98-2143.xml,2543
501,0.174,0.324,0.410,0.322,0.419,0.410,0.492,C02-1027.xml,P98-2143.xml,2543
502,0.390,0.269,0.366,1.000,0.275,0.491,0.371,C02-1027.xml,P98-2143.xml,2543
503,0.351,0.389,0.293,0.327,0.381,0.449,0.389,C02-1027.xml,P98-2143.xml,2543
504,1.000,0.212,0.323,0.298,0.228,0.408,0.380,C04-1074.xml,P98-2143.xml,2543
505,0.281,0.365,0.387,0.385,0.423,0.484,0.418,C04-1075.xml,P98-2143.xml,2543
506,0.325,0.325,0.340,0.166,0.350,0.414,0.303,C04-1143.xml,P98-2143.xml,2543
507,0.257,0.352,0.406,0.392,0.267,0.466,0.425,D09-1101.xml,P98-2143.xml,2543
508,0.243,0.305,0.381,0.343,0.135,0.424,0.424,E99-1031.xml,P98-2143.xml,2543
509,0.113,0.388,0.321,0.342,0.351,0.433,0.348,H05-1001.xml,P98-2143.xml,2543
510,0.355,0.342,0.351,0.440,0.275,0.424,0.435,H05-1001.xml,P98-2143.xml,2543
511,0.351,0.338,0.440,0.275,0.208,0.454,0.452,H05-1001.xml,P98-2143.xml,2543
512,0.375,0.301,0.332,0.440,0.382,0.460,0.371,I05-2040.xml,P98-2143.xml,2543
513,0.171,0.294,0.333,0.315,0.210,0.360,0.335,I08-3014.xml,P98-2143.xml,2543
514,0.327,0.433,0.337,0.280,0.315,0.365,0.331,I08-3014.xml,P98-2143.xml,2543
515,0.310,0.312,0.312,0.432,0.347,0.414,0.459,J01-4003.xml,P98-2143.xml,2543
516,0.392,0.328,0.397,0.146,0.380,0.451,0.423,J01-4005.xml,P98-2143.xml,2543
517,0.171,0.328,0.430,0.221,0.279,0.448,0.404,J01-4006.xml,P98-2143.xml,2543
518,0.298,0.280,0.450,0.318,0.448,0.428,0.494,J02-1001.xml,P98-2143.xml,2543
519,0.303,0.269,0.363,0.310,1.000,0.399,0.364,J05-3004.xml,P98-2143.xml,2543
520,0.358,0.320,0.337,0.447,0.404,0.427,0.454,N01-1008.xml,P98-2143.xml,2543
521,0.090,0.282,0.391,0.288,0.311,0.373,0.393,N01-1008.xml,P98-2143.xml,2543
522,0.326,0.347,0.296,0.326,0.353,0.429,0.395,N04-1004.xml,P98-2143.xml,2543
523,0.258,0.266,0.402,0.146,0.380,0.471,0.433,P00-1022.xml,P98-2143.xml,2543
524,0.324,0.271,0.343,0.298,1.000,0.388,0.404,P00-1022.xml,P98-2143.xml,2543
525,0.012,1.000,0.353,0.360,0.348,0.353,0.422,P00-1022.xml,P98-2143.xml,2543
526,0.162,0.305,0.367,0.403,0.282,0.388,0.499,P01-1006.xml,P98-2143.xml,2543
527,0.300,0.318,0.391,0.302,0.337,0.456,0.437,P01-1006.xml,P98-2143.xml,2543
528,0.356,0.385,0.386,0.298,0.316,0.454,0.392,P01-1006.xml,P98-2143.xml,2543
529,0.139,0.300,0.383,0.309,0.392,0.434,0.456,P03-1023.xml,P98-2143.xml,2543
530,0.381,0.276,0.373,0.332,0.335,0.447,0.402,P04-1017.xml,P98-2143.xml,2543
531,0.287,0.277,0.314,0.433,0.283,0.430,0.458,P04-1018.xml,P98-2143.xml,2543
532,0.257,0.372,0.375,0.118,0.227,0.453,0.384,P05-1021.xml,P98-2143.xml,2543
533,0.157,0.313,0.324,0.344,0.284,0.318,0.445,P05-1021.xml,P98-2143.xml,2543
534,0.331,0.383,0.449,0.173,0.294,0.499,0.445,P06-1006.xml,P98-2143.xml,2543
535,0.320,0.336,0.353,0.385,0.404,0.449,0.424,P07-1068.xml,P98-2143.xml,2543
536,0.258,0.116,0.349,0.380,0.353,0.354,0.366,P13-3012.xml,P98-2143.xml,2543
537,0.012,0.240,0.316,0.235,0.351,0.381,0.328,S10-1019.xml,P98-2143.xml,2543
538,0.171,0.012,0.365,0.325,0.368,0.363,0.435,W04-0707.xml,P98-2143.xml,2543
539,0.199,0.252,0.294,0.245,0.351,0.354,0.339,W04-2310.xml,P98-2143.xml,2543
540,0.257,0.364,0.338,0.326,0.291,0.375,0.374,W04-2310.xml,P98-2143.xml,2543
541,0.367,0.176,0.386,0.294,0.342,0.411,0.394,W09-2411.xml,P98-2143.xml,2543
542,0.277,0.340,0.400,0.448,0.293,0.464,0.455,W99-0104.xml,P98-2143.xml,2543
543,0.340,0.400,0.473,0.259,0.293,0.469,0.448,W99-0104.xml,P98-2143.xml,2543
